id;cluster_id;title;description;brand;Part Number;Sub-Category;Category;Generation;Capacity;Spindle Speed;Manufacturer;price
13536202;5260052; 458926-B21 HP 250-GB 7.2K 3.5 SATA,  Price 458926-B21-2Pack New 458926-B21 SATA 2 Pack Wholesale;Description:2 x 250GB Hot-Plug Serial ATA (SATA) 3G Hard Drive 7200 RPM 3.5-inch form factor 1.0 inch highNCQ (Native Command Queing)In HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SATA ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 458926-B21 Spare Part# 459318-001 Assembly Part# 482483-001 Assembly Part# 484429-001 Model# GB0250EAFJF Model# GB0250EAFYK  ;HP Enterprise;458926-B21-2Pack;7.2K;Proliant HardDrive;SATA;250GB;7200RPM;;
11930212;251136;  601250-B21 HP E5503 2.00GHz ML350 G6; Description:Intel Xeon E5503 ML350 G6(2.00GHz/2-core/4MB/80W)Full Processor Option Kit Part Number(s)Option Part# 601250-B21;HP Enterprise;601250-B21;Xeon;Proliant Processor;G6;;;;USD, $295.95
13707962;381533;  HP 146-GB 3G 15K 2.5 DP SAS ; Description:10 x 146GB 2.5-inch 3G Serial Attached SCSI (SAS) SFF3G Dual Port Hot-Plug 15K Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 504062-B21 Spare 504334-001 Assembly 504064-003 Model# DH0146BALWN SmartBuy 504062-S21;HP Enterprise;504062-S21-10Pack;10K;Proliant HardDrive;SAS;146GB;15000RPM;;USD, $829.45
898523;1070949; ST3146855SS  146-GB 15K 3.5 3G SAS ; Description:5 x Seagate Cheetah 146GB 3.5-inch 3G Serial Attached SCSI (SAS) Single Port Hot-Plug 15K 16MB Hard DrivePart Number(s)Manufacturer Part# ST3146855SS;Seagate;ST3146855SS-5Pack;15K;Seagate HardDrive;SAS;146GB;15000RPM;Seagate;USD, $427.55
14053468;7861831; 341-4345 Dell 300-GB 10K 3.5 SP SAS w/F9541,  New 341-4345 w/F9541 2 Pack Wholesale Price 341-4345-2Pack;Description:2 x 300GB 10K SAS 3.5-inch HD Single Port (SP) Hot-Plug Dell Hard Drive in Dell F9541 3.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell serial number and firmwareGenuine Dell Certified Enterprise Class Hard DrivePart Number(s) Manufacturer Part# 341-4345 ;Dell;341-4345-2Pack;10K;Dell HardDrive;SAS;300GB;10000RPM;Dell;
13457489;86805; BD30058226  300-GB 10K FC-AL HDD,  Price BD30058226 New BD30058226 HDD Wholesale;Description:StorageWorks 300GB 10K Fibre Channel 40 pin 2GB/s HotSwap FCAL Hard DriveGenuine HPE serial number and firmwarePart Number(s) Option Part# 364622-B21  Spare Part# 366023-001  Assembly Part# 359461-003  Model# BD30058226 ;HP Enterprise;BD30058226;10K;Storageworks HDD;Fibre Channel;300GB;;HP/Compaq;
9613880;32008; 459512-002 HP 146-GB 3G 10K  DP SAS ; Description:2 x 146GB 2.5-inch Serial Attached SCSI (SAS)SFF 3G Dual Port Hot-Plug 10K Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 418367-B21 Spare 418399-001 Assembly 459512-002 Model# DG146BAAJB;HP Enterprise;459512-002-2Pack;10K;Proliant HardDrive;SAS;146GB;10000RPM;;CAD, $173.16 CAD
12862199;72908; 507828-B21 HP Xeon L5530 2.4GHz BL280c G6  ; Description:HP Intelï¿½ Xeonï¿½ L5530 BL280c G6 (2.40GHz/4-core/8MB/60W)Full Processor Option KitPart Number(s)Manufacturer Part# 507828-B21;HP Enterprise;507828-B21;Intel Xeon;Proliant Processor;G6;;;;CAD, $254.74 CAD
39377;219769; DH0146FAQRE  146-GB 6G 15K 2.5 DP SAS ; Description:5 x 146GB 2.5-inch Serial Attached SCSI (SAS)SFF 6G Dual Port Hot-Plug 15K Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 512547-B21 Spare 512744-001 Assembly 512544-002 Model# GH0146FAQRE;HP Enterprise;DH0146FAQRE-5Pack;15K;Proliant HardDrive;SAS;146GB;15000RPM;;CAD, $558.94 CAD
296719;74629;   HP 146-GB 15K 3.5 SP SAS; Description:5 x 146GB Serial Attached SCSI (SAS) 15K 3.5-inch Single Port Hot-Plug Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 375872-B21 375872-S21 Spare 376595-001 Assembly 443169-002 392254-003 375698-003 431943-003 481653-002 Model# DF146A4941 DF146A9845 DF146A8B57 DF146ABAA9 DF146BAFDU;HP Enterprise;DF146ABAA9-5Pack;15K;Proliant HardDrive;SAS;146GB;15000RPM;Hewlett Packard;CAD, $516.62 CAD
1232919;4211299; MN571 Dell 300-GB 10K 3.5 SP SAS w/F9541,  New MN571 w/F9541 2 Pack Wholesale Price MN571-2Pack;Description:2 x 300GB 10K SAS 3.5-inch 3G HD Single Port (SP) Hot-Plug Dell Hard Drive in Dell F9541 3.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell serial number and firmwareGenuine Dell Certified Enterprise Class Hard DrivePart Number(s) Manufacturer Part# MN571 ;Dell;MN571-2Pack;10K;Dell HardDrive;SAS;300GB;10000RPM;Dell;
6941183;168056; 500207-071 HP 16GB (1x16GB) PC3-8500 SDRAM  ; Description:2 x Genuine HPE 16GB (1x16GB) Quad Rank x4 PC3-8500(DDR3-1066) Registered CAS-7 Memory KitPart Number(s) Option Part# 500666-B21 (1 module per Kit) Spare 501538-001 Assembly 500207-071 Kit);HP Enterprise;500207-071-2Pack;Genuine HP Memory;Proliant Memory;1066MHz;;;Hewlett-Packard;CAD, $324.87 CAD
6514298;13259296; HP 153620-001 HP 20/40 DDS4 DAT  S ; Description: 20/40 DDS4 DAT Ext SE/SCSI Option Part# 153620-001 ;HP Enterprise;153620-001;TapeDrive;Proliant;20/40GB;;;;CAD, $683.35 CAD
2048;130073; 508232-S21 HP 400-GB 10K 3.5 DP NHP SAS,  Price 508232-S21-10Pack  New 508232-S21 SAS 10 Pack Wholesale;Description:10 x 400GB Serial Attached SCSI (SAS) 3.5-inch Non-Hot-Plug 10K DP Hard DriveGenuine HPE serial number and firmwarePart Number(s) Hewlett-Packard Part# 508232-S21 Spare Part# 508429-001  ;HP Enterprise;508232-S21-10Pack;10K;Proliant Hard Drive;SAS NHP;400GB;10000RPM;Hewlett Packard;
8665941;750774; 503296-B21 HP 460W HE Hot Plug AC Power Supply Kit,  New 503296-B21 Kit Wholesale Price 503296-B21;Description:HP 460W High Efficiency Hot-Plug AC Power SupplyPart Number(s) Option Part# 503296-B21 Spare Part# 499250-001 Spare Part# 511777-001 Spare Part# 536404-001 ;HP Enterprise;503296-B21;Proliant Power Supply;Proliant;460Watt;;;;
4064874;13414097; XTA-3510-36-GB-15  Sun 36-GB ; Description:XTA-3510-36GB-15K (540-5628) Sun Original 36GB 1 15K FCAL Drive for StorEdge 3510 ArraySun Part# XTA-3510-36GB-15K;SUN;XTA-3510-36GB-15K;15K;Sun HardDrive;Fibre Channel;;;Sun Microsystems;CAD, $636.94 CAD
8879934;92065; MM1000FBFVR HP 1-TB 6G 7.2K 2.5 DP SAS,  Price  New MM1000FBFVR SAS 10 Pack Wholesale;Description:10 x 1TB 2.5-inch Serial Attached SCSI (SAS) SFF 6G Dual Port Hot-Plug 7.2K Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 605835-B21 Spare Part# 606020-001 Assembly Part# 605832-002 Model# MM1000FBFVR ;HP Enterprise;MM1000FBFVR-10Pack;7.2K;Proliant HardDrive;SAS;1TB;7200RPM;;
16245801;1358593; 359707-B21 HP  1.8GHz 844 ; Description:1 x AMD Opteron 844(1.8GHz/Single-core/1MB/82W)Full Processor Option Kit***Comes standard with the 011974-503 Processor/Memory Board***Part Number(s)Option Part# 359707-B21;HP Enterprise;359707-B21-2Pack;Opteron;Proliant Processor;1.8GHz;;;;$352.65, USD
1826163;6972229; 451649-B21 AMD Opteron 3.0GHz 2222 DL385 G2,  Price 451649-B21 New 451649-B21 G2 Wholesale;Description:1 x AMD Opteron 2222 DL385 G2(3.0GHz/2-core/2MB/75W)Full Processor Option KitPart Number(s)Option Part#451649-B21  ;HP Enterprise;451649-B21;Opteron;Proliant Processor;G2;;;;
5744658;619384; 500658-B21 HP 4GB (1x4GB) PC3-10600  ; Description:Genuine HPE 4GB 1x4GB PC3-10600 RegisteredCAS 9 Dual Rank x 4 DRAM Memory KitPart Number(s) Option Part# 500658-B21 (1 module per Kit) Spare 501534-001 Assembly 500203-061 Kit);HP Enterprise;500658-B21;Genuine HP Memory;Proliant Memory;1333MHz;;;Hewlett-Packard;USD, $95.95
4719509;11669618;  HP 20/40 DLT Int Tape Drive ; Description:20/40 DLT Internal Tape DrivePart Number(s) Option Part# 340743-B22;HP Enterprise;340743-B22;Tape Drive;Proliant;20/40GB;;;;CAD, $223.80 CAD
7213367;7414713; , 0CR272 Dell 300-GB 6G 15K 3.5 SAS w/F238F New 0CR272 w/F238F 5 Pack Wholesale Price 0CR272-5Pack;Description:5 x Dell 300GB 6G 15K 3.5-inch Hot-Plug SAS Hard Drive in Dell F238F 3.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell serial number and firmwareGenuine Dell Certified Enterprise Class Hard DrivePart Number(s)Dell Part# 0CR272 ;Dell;0CR272-5Pack;15K;Dell HardDrive;SAS;300GB;15000RPM;Dell;
11149396;46362; 492237-B21 HP Xeon E5530  DL380 G6,  New 492237-B21 G6 Wholesale Price 492237-B21;Description:Intel Xeon E5530 DL380 G6(2.40GHz/4-core/8MB/80W)Full Processor Option KitPart Number(s)Option Part# 492237-B21 ;HP Enterprise;492237-B21;Xeon;Proliant Processor;G6;;;;
8276852;10803419; 3R-A3625-AA HP 100/200-GB AIT3 INT LVD,  Price 3R-A3625-AA LVD  3R-A3625-AA;Description:HP 100/200GB AIT-3 INT LVD Tape DrivePart Number(s) Option Part# 249189-B21 Spare Part# 252029-001 Assembly Part# 249158-006 Model# 3R-A3625-AA Model# 3R-A3790-AA ;HP Enterprise;3R-A3625-AA;TapeDrive;Proliant;100/200GB;;;;
10545133;11036262;  HP MSA20 12-BAY 2U Enclosure,  Price  Enclosure Wholesale ;Description:StorageWorks MSA20 2U 12-Bay SATA EnclosureIncludes Rails Kit and CablesPart Number(s) Option Part# 335921-B21 ;HP Enterprise;335921-B21;Storageworks;Proliant;MSA20;;;;
1125815;10329711; XRA-FC1CB-146G10K Sun 146-GB 10K  FC-AL HDD,  Price XRA-FC1CB-146G10K HDD Wholesale XRA-FC1CB-146G10K;Description:Sun 146GB 10K RPM 3.5-inch Hot-Plug Fibre Channel Hard DrivePart Number(s):Sun Part# XRA-FC1CB-146GB10K ;SUN;XRA-FC1CB-146G10K;10K;Sun HardDrive;Fibre Channel;146GB;;;
894786;5733634; 138665-001 ML570T Xeon 700MHz 1MB 512MB,  512MB Wholesale 138665-001 Price 138665-001;Description:Proliant ML570 P3 Xeon 700 1MB 512MB TowerPart Number(s)Hewlett-Packard Part# 138665-001 ;HP Enterprise;138665-001;ML570T;Proliant Server;G1;;;;
17128681;403781; DF036ABAA7 HP 36-GB 15K 3.5 SAS HDD,  New DF036ABAA7 HDD Wholesale Price DF036ABAA7;Description:36GB Serial Attached SCSI (SAS) Hot-Plug 15K 3.5-inch Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 375868-B21 Spare Part# 376593-001 Assembly Part# 431943-001 Model# DF036ABAA7 ;HP Enterprise;DF036ABAA7;15K;Proliant HardDrive;SAS;36GB;15000RPM;Hewlett Packard;
6355186;11927081; G8774 Dell 300-GB 10K 3.5 3G SP SAS w/F9541,  Price G8774-10Pack New G8774 w/F9541 10 Pack Wholesale;Description:10 x 300GB 10K SAS 3.5-inch 3Gb/s HD Single Port (SP) Hot-Plug Dell Hard Drive in Dell F9541 3.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell serial number and firmwareGenuine Dell Certified Enterprise Class Hard DrivePart Number(s) Manufacturer Part# G8774 ;Dell;G8774-10Pack;10K;Dell HardDrive;SAS;300GB;10000RPM;Dell;
3480767;9705; BD600DAJZK HP 600-GB 10K FC-AL  ; Description:2 x StorageWorks 600GB 10K Fibre Channel40 pin 2GB/s HotSwap FCAL Hard DriveGenuine HPE serial number and firmwarePart Number(s) Option Part# AP730A AP730B Spare 518737-001 Assembly 495276-003 Bare Model# BD600DAJZK;HP Enterprise;BD600DAJZK-2Pack;10K;Storageworks HDD;Fibre Channel;2 x 600GB;;HP/Compaq;USD, $349.95
7929621;304663; 431954-003  146-GB 3G 10K 2.5 SP SAS ; Description:5 x 146GB 2.5-inch Serial Attached SCSI (SAS)SFF 3G Single Port Hot-Plug 10K Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 431958-B21 Spare 432320-001 Assembly 431954-003 Model# DG146ABAB4;HP Enterprise;431954-003-5Pack;10K;Proliant HardDrive;SAS;146GB;;;CAD, $455.53 CAD
16071379;205780; 537805-B21 HP 72-GB 6G 15K 2.5 DP NHP SAS HDD,  Price 537805-B21 New 537805-B21 HDD Wholesale;Description:72GB 2.5-inch Serial Attached SCSI (SAS) SFF 6G Dual Port Non-Hot-Plug 15K Hard DriveGenuine HPE serial number and firmwarePart Number(s) Option Part# 537805-B21 ;HP Enterprise;537805-B21;10K;Proliant HardDrive;SAS NHP;72GB;15000RPM;;
11435957;6087; 518011-002 HP 300-GB 6G 10K 2.5 DP SAS,  Price 518011-002-5Pack New 518011-002 SAS 5 Pack Wholesale;Description:5 x 300GB 2.5-inch Serial Attached SCSI (SAS)SFF 6G Dual Port Hot-Plug 10K Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 507127-B21 Spare Part# 507284-001 Assembly Part# 518011-002 Model# EG0300FARTT ;HP Enterprise;518011-002-5Pack;10K;Proliant HardDrive;SAS;300GB;10000RPM;;
12492198;413567; 495276-002 HP 450-GB 10K FC-AL HDD,  New 495276-002 HDD Wholesale Price 495276-002;Description:StorageWorks 450GB 10K Fibre Channel40 pin 2GB/s HotSwap FCAL Hard Drive Part Number(s) Option Part# AP729A Option Part# AP729B Spare Part# 518736-001 Assembly Part# 495276-002 Bare Model# BD450DAJZH ;HP Enterprise;495276-002;10K;Storageworks HDD;Fibre Channel;450GB;;HP/Compaq;
2111179;149945;  HP Xeon E5506 2.13GHz DL360 G7,  New  G7 Wholesale Price ;Description:HP Intel Xeon E5506 DL360 G7(2.13GHz/4-core/4MB/80W)Full Processor Option KitPart Number(s)Manufacturer Part# 588074-B21 ;HP Enterprise;588074-B21;Intel Xeon;Proliant Processor;G7;;;;
7069002;732814;  HP 146-GB 3G 10K 2.5 DP SAS ; Description:2 x 146GB 2.5-inch Serial Attached SCSI (SAS)SFF 3G Dual Port Hot-Plug 10K Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 418367-B21 Spare 418399-001 Assembly 512116-001 Model# DG0146BAQPP;HP Enterprise;512116-001-2Pack;10K;Proliant HardDrive;SAS;146GB;10000RPM;;$133.20, USD
11454857;467577; ST336754SS Seagate 36-GB 15K 3.5 SAS ; Description:2 x Seagate Cheetah 36GB 3.5-inch 3G Serial Attached SCSI (SAS) Single Port Hot-Plug 15K 8MB Hard DrivePart Number(s) Manufacturer Part# ST336754SS;Seagate;ST336754SS-2Pack;15K;Seagate HardDrive;SAS;36GB;15000RPM;Seagate;CAD, $192.73 CAD
811031;694476; EG0600FBLSH HP 600-GB 6G 10K 2.5 DP SAS  ; Description:600GB 2.5-inch Serial Attached SCSI (SAS)SFF 6G Dual Port Hot-Plug 10K Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s)Option Part# 581286-B21Spare 581311-001Assembly 597609-003Assembly 599476-003Assembly 619286-003Model# EG0600FBDBUModel# EG0600FBDSRModel# EG0600FBLSH;HP Enterprise;EG0600FBLSH;10K;Proliant HardDrive;SAS;600GB;10000RPM;;CAD, $241.74 CAD
12736407;682763; 625270-001 HP 146-GB 6G 10K 2.5 DP SAS   New 625270-001 HDD Wholesale Price 625270-001;Description:146GB 2.5-inch Serial Attached SCSI (SAS)SFF 6G Dual Port Hot-Plug 10K Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 507125-B21 Spare Part# 625270-001 Assembly Part# 507119-005 Model# EG0146FAWHU ;HP Enterprise;625270-001;10K;Proliant HardDrive;SAS;146GB;10000RPM;;
10119340;840378; ST3300656SS Seagate 300-GB 15K 3.5 SP SAS,  Price ST3300656SS-10Pack New ST3300656SS SAS 10 Pack Wholesale;Description:10 x Seagate Cheetah 300GB 3.5-inch 3G Serial Attached SCSI (SAS) Single Port Hot-Plug 15K 16MB Hard DrivePart Number(s) Manufacturer Part# ST3300656SS ;Seagate;ST3300656SS-10Pack;15K;Seagate HardDrive;SAS;300GB;15000RPM;Seagate;
7777813;93659; ST373355SS Seagate 73-GB 15K 3.5 3G SAS,  New ST373355SS SAS 10 Pack  Price ST373355SS-10Pack;Description:10 x Seagate Cheetah 73GB 3.5-inch 3G Serial Attached SCSI (SAS) Single Port Hot-Plug 15K 16MB Hard DrivePart Number(s) Manufacturer Part# ST373355SS ;Seagate;ST373355SS-10Pack;15K;Seagate HardDrive;SAS;73GB;15000RPM;Seagate;
1743579;275505;  518006-002 HP  3G 10K 2.5 DP SAS HDD; Description:300GB 2.5-inch Serial Attached SCSI (SAS)SFF 3G Dual Port Hot-Plug 10K Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 492620-B21 Spare 493083-001 Assembly 518006-002 Model# DG0300BARTQ;HP Enterprise;518006-002;10K;Proliant HardDrive;SAS;300GB;10000RPM;;USD, $125.95
5982953;459165; 873012-S21 HP 1.2-TB 12G 10K  DP SAS HDD,  Price 873012-S21 New 873012-S21 HDD Wholesale;Description:HP 1.2TB 2.5-inch Serial Attached SCSI(SAS) SFF Digitally Signed (DS) 12G DualPort Enterprise Hot-Plug 512n 10K Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS Servers Genuine HPE serial number and firmware Part Number(s) Option Part# 873012-B21 SmartBuy Part# 873012-S21 ;HP Enterprise;873012-S21;10K;Proliant HardDrive;SAS;1.2TB;10000RPM;;
4383283;9110529; 462866-B21 HP Xeon  2.50GHz BL480c G1,  Price 462866-B21 New 462866-B21 G1 Wholesale;Description:Intel Xeon L5420 BL480c G1(2.50GHz/4-core/12MB/50W)Full Processor Option KitPart Number(s)Manufacturer Part# 462866-B21 ;HP Enterprise;462866-B21;Intel Xeon;Proliant Processor;G1;;;;
8695776;19878; 507119-001 HP 146-GB 6G 10K  DP SAS ; Description:10 x 146GB 2.5-inch Serial Attached SCSI (SAS)SFF 6G Dual Port Hot-Plug 10K Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 507125-B21 Spare 507283-001 Assembly 507119-001 Model# DG0146FAMWL;HP Enterprise;507119-001-10Pack;10K;Proliant HardDrive;SAS;146GB;10000RPM;;USD, $897.14
15929769;9967162; HP 157769-B22 20/40-GB DAT DDS-4 SCSI LVD,  LVD Wholesale HP Price 157769-B22;Description:20/40GB DAT DDS-4 SCSI/LVD Internal Drive Carbon KitPart Number(s)Option Part# 157769-B22  ;HP Enterprise;157769-B22;TapeDrive;Proliant;20/40GB;;;;
1164479;133584; ST31000524NS Seagate 1-TB 7.2K  3G SATA,  New ST31000524NS SATA 5 Pack Wholesale Price ST31000524NS-5Pack;Description:5 x Seagate Constellation ES 1TB Hot-Plug Serial ATA (SATA) NCQ 3.0GB/s 7200RPM 3.5-inch 32MB Hard DrivePart Number(s) Seagate Model# ST31000524NS ;Seagate;ST31000524NS-5Pack;7.2K;Seagate HardDrive;SATA;1TB;7200RPM;Seagate;
13595903;17724; 462587-002 HP 146-GB 15K 3.5 DP SAS,  Price 462587-002-2Pack New 462587-002 SAS 2 Pack Wholesale;Description:2 x 146GB Serial Attached SCSI (SAS) 15K 3.5-inch Dual Port Hot-Plug Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 384854-B21 Spare Part# 389344-001 Assembly Part# 462587-002 Model# DF146BABUE ;HP Enterprise;462587-002-2Pack;15K;Proliant HardDrive;SAS;146GB;15000RPM;Hewlett Packard;
8524983;1454693; 175552-002 HP  Ultra2 7.2K Drive ; Description:18GB Wide Ultra2 SCSI Hot-Plug Hard DrivePart Number(s) Spare Part# 175552-002;HP Enterprise;175552-002;7.2K;Proliant HardDrive;Ultra2;;;HP/Compaq;USD, $111.85
4850047;8495624; 291966-B21 HP Smart Array 641 Controller ; Description:Interface (Product) : Smart Array 641 Ultra320 Controller with 64MB Cache - 64-bit 133MHz PCI-X PC Board Has one Internal 68-pin Connector Can add 128MB Battery Backed Write (BBWC) ModuleSee optional BBWC BelowPart Number(s) Option Part# 291966-B21 Spare 305414-001;HP Enterprise;291966-B21;Controller;Proliant;U320;;;; $53.95, USD
7141161;9211475; 601248-B21  E5507 2.26GHz ML350 G6 ; Description:Intel Xeon E5507 ML350 G6(2.26GHz/4-core/800MHz/4MB/80W)Full Processor Option KitPart Number(s)Option Part# 601248-B21;HP Enterprise;601248-B21;Xeon;Proliant Processor;G6;;;;USD, $295.95
14850049;668916; HUS156060VLS600 HP 600-GB 6G 15K 3.5  SAS HDD,  New HUS156060VLS600 HDD Wholesale Price HUS156060VLS600;Description:HP 600GB 3.5-inch LFF Serial Attached SCSI (SAS)6G 15K Non-Hot-Plug DriveGenuine HPE Serial number and firmwarePart Number(s)Option Part# 516830-B21Spare Part# 517355-001Assembly Part# 533871-003Model# HUS156060VLS600 ;HP Enterprise;HUS156060VLS600;15K;Proliant Hard Drive;SAS NHP;600GB;15000RPM;;
1314337;250715; GB0500C8046 HP  1.5G 7.2K 3.5 SATA ; Description:5 x 500GB Hot-Plug Serial ATA (SATA) 1.5GB/s Hard Drive 7200 RPM 3.5-inch form factor 1.0 inch high NCQ (Native Command Queing)In HPE tray (as pictured)For G1-G7 Proliant SATA ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 395473-B21 Spare 395501-002 Assembly 454141-002 Model# GB0500C8046;HP Enterprise;GB0500C8046-5Pack;7.2K;Proliant HardDrive;SATA;500GB;7200RPM;;USD, $393.25
8063311;4527900; 311143-001 DL380R G4 Xeon 3.4GHz 1MB,  Price 311143-001 1MB Wholesale 311143-001;Description: Proliant DL380 G4 Intel Xeonï¿½ Processor 3.40GHz/1MB - Rack Server ;HP Enterprise;311143-001;DL380R;Proliant Server;G4;;;;
3139120;9025852; HP 187658-001 340 680MB Int,  Price 187658-001 Int Wholesale HP;Description:HP 340/680MB IntPart Number(s) Option Part#  187658-001 ;HP Enterprise;187658-001;TapeDrive;Proliant;340/680GB;;;;
13344706;508396; 507609-001 HP 500-GB 6G 7.2K 2.5 DP  ; Description:10 x 500GB 6G Serial Attached SCSI (SAS) 7.2K2.5-inch Dual Port Hot-Plug Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 507610-B21 Spare 508009-001 Assembly 507609-001 Model# MM0500FAMYT;HP Enterprise;507609-001-10Pack;7.2K;Proliant HardDrive;SAS;500GB;7200RPM;Hewlett Packard;$2,327.72, USD
16126182;724811; 308558-001 HP 146-GB U320 10K,  New 308558-001 10K 2 Pack Wholesale Price 308558-001-2Pack;Description:2 x 146GB Ultra320 3.5-inch SCSI 68-Pin Non-Hot-Plug 10K Hard DriveGenuine HPE serial number and firmwarePart Number(s)Option Part# 272674-B21 Spare Part# 308558-001 ;HP Enterprise;308558-001-2Pack;10K;Proliant Hard Drive;Ultra320;146GB;;HP/Compaq;
